1||1||07:00||08:00||240||
2||1||08:00||09:00||129||
3||1||09:00||10:00||96||
4||1||10:00||11:00||64||
5||1||11:00||12:00||91||
6||1||12:00||13:00||55||
7||1||13:00||14:00||21||
8||1||14:00||15:00||97||
9||1||15:00||16:00||34||
10||1||16:00||17:00||54||
11||1||17:00||18:00||39||
12||1||18:00||19:00||58||
13||1||19:00||20:00||132||
14||1||20:00||21:00||58||
15||1||21:00||22:00||73||
16||2||07:00||08:00||203||
17||2||08:00||09:00||181||
18||2||09:00||10:00||33||
19||2||10:00||11:00||96||
20||2||11:00||12:00||25||
21||2||12:00||13:00||59||
22||2||13:00||14:00||71||
23||2||14:00||15:00||28||
24||2||15:00||16:00||89||
25||2||16:00||17:00||92||
26||2||17:00||18:00||43||
27||2||18:00||19:00||107||
28||2||19:00||20:00||220||
29||2||20:00||21:00||40||
30||2||21:00||22:00||67||
31||3||07:00||08:00||193||
32||3||08:00||09:00||61||
33||3||09:00||10:00||14||
34||3||10:00||11:00||25||
35||3||11:00||12:00||91||
36||3||12:00||13:00||56||
37||3||13:00||14:00||77||
38||3||14:00||15:00||73||
39||3||15:00||16:00||25||
40||3||16:00||17:00||73||
41||3||17:00||18:00||58||
42||3||18:00||19:00||170||
43||3||19:00||20:00||60||
44||3||20:00||21:00||22||
45||3||21:00||22:00||33||
46||4||07:00||08:00||185||
47||4||08:00||09:00||227||
48||4||09:00||10:00||92||
49||4||10:00||11:00||83||
50||4||11:00||12:00||73||
51||4||12:00||13:00||12||
52||4||13:00||14:00||13||
53||4||14:00||15:00||13||
54||4||15:00||16:00||27||
55||4||16:00||17:00||97||
56||4||17:00||18:00||75||
57||4||18:00||19:00||196||
58||4||19:00||20:00||105||
59||4||20:00||21:00||55||
60||4||21:00||22:00||52||
61||5||07:00||08:00||121||
62||5||08:00||09:00||20||
63||5||09:00||10:00||30||
64||5||10:00||11:00||74||
65||5||11:00||12:00||64||
66||5||12:00||13:00||72||
67||5||13:00||14:00||43||
68||5||14:00||15:00||56||
69||5||15:00||16:00||17||
70||5||16:00||17:00||30||
71||5||17:00||18:00||20||
72||5||18:00||19:00||103||
73||5||19:00||20:00||244||
74||5||20:00||21:00||67||
75||5||21:00||22:00||20||
76||6||07:00||08:00||22||
77||6||08:00||09:00||110||
78||6||09:00||10:00||85||
79||6||10:00||11:00||14||
80||6||11:00||12:00||42||
81||6||12:00||13:00||70||
82||6||13:00||14:00||21||
83||6||14:00||15:00||48||
84||6||15:00||16:00||82||
85||6||16:00||17:00||67||
86||6||17:00||18:00||58||
87||6||18:00||19:00||27||
88||6||19:00||20:00||233||
89||6||20:00||21:00||80||
90||6||21:00||22:00||50||
91||7||07:00||08:00||104||
92||7||08:00||09:00||194||
93||7||09:00||10:00||21||
94||7||10:00||11:00||77||
95||7||11:00||12:00||97||
96||7||12:00||13:00||48||
97||7||13:00||14:00||51||
98||7||14:00||15:00||32||
99||7||15:00||16:00||61||
100||7||16:00||17:00||64||
101||7||17:00||18:00||97||
102||7||18:00||19:00||221||
103||7||19:00||20:00||204||
104||7||20:00||21:00||44||
105||7||21:00||22:00||63||
106||8||07:00||08:00||19||
107||8||08:00||09:00||165||
108||8||09:00||10:00||74||
109||8||10:00||11:00||18||
110||8||11:00||12:00||67||
111||8||12:00||13:00||37||
112||8||13:00||14:00||92||
113||8||14:00||15:00||100||
114||8||15:00||16:00||85||
115||8||16:00||17:00||69||
116||8||17:00||18:00||71||
117||8||18:00||19:00||208||
118||8||19:00||20:00||202||
119||8||20:00||21:00||57||
120||8||21:00||22:00||71||
121||9||07:00||08:00||143||
122||9||08:00||09:00||58||
123||9||09:00||10:00||96||
124||9||10:00||11:00||38||
125||9||11:00||12:00||54||
126||9||12:00||13:00||62||
127||9||13:00||14:00||40||
128||9||14:00||15:00||15||
129||9||15:00||16:00||48||
130||9||16:00||17:00||62||
131||9||17:00||18:00||47||
132||9||18:00||19:00||66||
133||9||19:00||20:00||189||
134||9||20:00||21:00||40||
135||9||21:00||22:00||66||
136||10||07:00||08:00||213||
137||10||08:00||09:00||138||
138||10||09:00||10:00||80||
139||10||10:00||11:00||30||
140||10||11:00||12:00||27||
141||10||12:00||13:00||43||
142||10||13:00||14:00||86||
143||10||14:00||15:00||100||
144||10||15:00||16:00||82||
145||10||16:00||17:00||67||
146||10||17:00||18:00||18||
147||10||18:00||19:00||96||
148||10||19:00||20:00||138||
149||10||20:00||21:00||65||
150||10||21:00||22:00||55||
151||11||07:00||08:00||216||
152||11||08:00||09:00||237||
153||11||09:00||10:00||23||
154||11||10:00||11:00||52||
155||11||11:00||12:00||58||
156||11||12:00||13:00||17||
157||11||13:00||14:00||18||
158||11||14:00||15:00||80||
159||11||15:00||16:00||85||
160||11||16:00||17:00||74||
161||11||17:00||18:00||91||
